#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-02-24T16:31:30
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml10681

#RESOURCE=7235
#Name: VII/235
#Title:	Quasars and Active Galactic Nuclei (11th Ed.) (Veron+, 2003)
#Table	VII_235_table1:
#Name: VII/235/table1
#Title:	Quasars (brighter than absolute magnitude -23)
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_Glon	(F6.2)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	notRadio	(A1)	[*] '*' if not detected in radio (1)	[ucd=CODE_MISC]
#Column	Name	(A17)	Most common name of the object        (link)	[ucd=ID_IDENTIFIER]
#Column	RAJ2000	(A10)	Right Ascension J2000 (hours) (see also n_RAh)	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(A9)	Declination J2000 (degrees)	[ucd=POS_EQ_DEC_MAIN]
#Column	n_RAh	(A1)	[AOR] Approximative/Optical/Radio position (2)	[ucd=NOTE]
#Column	F6cm	(F6.3)	? 6cm (5GHz) flux	[ucd=PHOT_FLUX_RADIO_5G]
#Column	r_F6cm	(I4)	[1,2377]? Reference of 6cm Flux        (link)	[ucd=REFER_CODE]
#Column	F11cm	(F5.2)	? 11cm (2.7GHz) flux (Jy)	[ucd=PHOT_FLUX_RADIO_2.7G]
#Column	r_F11cm	(I4)	[1,2377]? Reference of 11cm flux        (link)	[ucd=REFER_CODE]
#Column	l_z	(A1)	[>*] limit or method flag on z (4)	[ucd=CODE_LIMIT]
#Column	z	(F6.3)	? redshift	[ucd=REDSHIFT_HC]
#Column	Sp	(A4)	[S0-9?HPBLbhin. ] Spectrum classification (3)	[ucd=SPECT_TYPE_GENERAL]
#Column	n_Vmag	(A1)	[*RIO] Photographic(*), red(R), infra-red (I) or photographic O- or J- plates(O)	[ucd=NOTE]
#Column	Vmag	(F5.2)	? magnitude, V or other (see n_Vmag)	[ucd=PHOT_JHN_V]
#Column	B-V	(F5.2)	? colour index	[ucd=PHOT_JHN_B-V]
#Column	U-B	(F5.2)	? colour index	[ucd=PHOT_JHN_U-B]
#Column	Mabs	(F5.1)	? Absolute magnitude	[ucd=PHOT_ABS-MAG_BAND]
#Column	FC	(I4)	[1,2377]? Reference of the Finding Chart	[ucd=REFER_CODE]
#Column	r_Vmag	(I4)	[1,2377]? Reference of the Photometry        (link)	[ucd=REFER_CODE]
#Column	r_z	(I4)	[1,2377]? Reference of the redshift        (link)	[ucd=REFER_CODE]

recno	_Glon	_Glat	_RAJ2000	_DEJ2000	notRadio	Name	RAJ2000	DEJ2000	n_RAh	F6cm	r_F6cm	F11cm	r_F11cm	l_z	z	Sp	n_Vmag	Vmag	B-V	U-B	Mabs	FC	r_Vmag	r_z
    8605	159.92	-67.60	026.2700	 -8.6686	*	SDSS J01450-0840 	01 45 04.8	-08 40 07	O	      	   1	     	    	 	 2.097	    	 	19.44	     	     	-26.6	    	    	   1
    8606	232.28	-77.77	026.2763	-30.5378	*	6QZ J014506-3032 	01 45 06.3	-30 32 16	O	      	    	     	    	 	 1.491	    	*	18.11	     	-0.81	-27.1	    	 489	 489
    8607	236.98	-77.50	026.2767	-31.5800	*	2QZ J014506-3134 	01 45 06.4	-31 34 48	O	      	    	     	    	 	 1.130	    	*	20.77	     	-0.94	-23.7	    	 489	 489
    8608	162.82	-69.14	026.2900	-10.5392	*	SDSS J01451-1032 	01 45 09.6	-10 32 21	O	      	   1	     	    	 	 2.045	    	 	19.30	     	     	-26.7	    	    	   1
    8609	142.31	-47.15	026.2900	+13.6864	*	SDSS J01451+1341 	01 45 09.6	+13 41 11	O	      	   1	     	    	 	 1.364	    	 	18.97	     	     	-26.0	    	    	   1
    8610	217.89	-78.06	026.3000	-27.5192	*	2QZ J014512-2731 	01 45 12.0	-27 31 09	O	      	    	     	    	 	 1.818	    	*	20.20	     	-0.99	-25.5	    	 487	 487
    8611	231.87	-77.77	026.3017	-30.4531	*	2QZ J014512-3027 	01 45 12.4	-30 27 11	O	      	    	     	    	 	 2.167	    	*	19.91	     	-1.03	-26.2	    	 489	 489
    8612	231.96	-77.76	026.3042	-30.4736	*	2QZ J014513-3028 	01 45 13.0	-30 28 25	O	      	    	     	    	 	 1.184	    	*	20.10	     	-0.98	-24.5	    	 489	 489
    8613	149.83	-59.06	026.3100	 +0.9714	*	SDSSp J01452+0058	01 45 14.4	+00 58 17	O	      	1802	     	    	 	 0.826	    	 	18.76	     	     	-25.0	    	    	1802
    8614	161.98	-68.67	026.3108	 -9.9861	*	SDSS J01452-0959 	01 45 14.6	-09 59 10	O	      	   1	     	    	 	 1.561	    	 	19.02	     	     	-26.3	    	    	   1
    8615	150.22	-59.50	026.3150	 +0.4919	*	SDSSp J01452+0029	01 45 15.6	+00 29 31	O	      	1802	     	    	 	 3.006	    	 	20.88	     	     	-26.7	    	    	1802
    8616	161.64	-68.48	026.3192	 -9.7542	*	UM 673           	01 45 16.6	-09 45 15	O	      	    	     	    	 	 2.719	    	R	16.80	     	     	-29.6	1228	    	1986
    8617	162.02	-68.68	026.3196	-10.0006	*	SDSS J01452-1000 	01 45 16.7	-10 00 02	O	      	   1	     	    	 	 2.387	    	 	19.99	     	     	-26.5	    	    	   1
    8618	142.25	-46.91	026.3242	+13.9339	*	SDSS J01452+1356 	01 45 17.8	+13 56 02	O	      	   1	     	    	 	 1.949	    	 	19.80	     	     	-26.1	    	    	   1
    8619	219.84	-78.04	026.3258	-27.9222	*	2QZ J014518-2755 	01 45 18.2	-27 55 20	O	      	    	     	    	 	 1.651	    	*	20.15	     	-0.86	-25.3	    	 487	 487
    8620	142.35	-47.11	026.3279	+13.7167	*	SDSS J01453+1343 	01 45 18.7	+13 43 00	O	      	   1	     	    	 	 2.490	    	 	19.61	     	     	-27.1	    	    	   1
    8621	188.31	-76.13	026.3292	-20.7233	*	PHL 7749         	01 45 19.0	-20 43 24	O	      	    	     	    	 	 0.330	    	 	16.37	     	-0.61	-25.2	1158	1158	1158
    8622	234.00	-77.63	026.3317	-30.9264	*	2QZ J014519-3055 	01 45 19.6	-30 55 35	O	      	    	     	    	 	 2.430	    	*	20.43	     	-0.47	-26.2	    	 489	 489
    8623	269.53	-71.62	026.3371	-41.8383	*	Q 0143-4205      	01 45 20.9	-41 50 18	O	      	    	     	    	*	 1.670	    	O	18.30	     	     	-27.1	    	    	 583
    8624	267.45	-72.33	026.3371	-40.8803	*	Q 0143-4107      	01 45 20.9	-40 52 49	 	      	    	     	    	*	 2.270	    	*	20.26	     	     	-26.0	    	    	 970
    8625	159.93	-67.48	026.3412	 -8.5656	*	SDSS J01453-0833 	01 45 21.9	-08 33 56	O	      	   1	     	    	 	 1.294	    	 	18.85	     	     	-26.0	    	    	   1
    8626	162.78	-69.02	026.3496	-10.4347	*	SDSS J01453-1026 	01 45 23.9	-10 26 05	O	      	   1	     	    	 	 1.594	    	 	20.26	     	     	-25.1	    	    	   1
    8627	150.65	-59.89	026.3512	 +0.0450	*	SDSSp J01454+0002	01 45 24.3	+00 02 42	O	      	1802	     	    	 	 1.037	    	 	19.30	     	     	-25.0	    	    	1802
    8628	266.90	-72.48	026.3521	-40.6519	*	Q 0143-4054      	01 45 24.5	-40 39 07	 	      	    	     	    	*	 2.270	    	*	18.82	     	     	-27.4	    	    	 970
    8629	159.61	-67.26	026.3542	 -8.3181	*	SDSS J01454-0819 	01 45 25.0	-08 19 05	O	      	   1	     	    	 	 1.571	    	 	18.95	     	     	-26.4	    	    	   1
    8630	260.82	-74.14	026.3567	-38.2500	*	Q 0143-3830      	01 45 25.6	-38 15 00	O	      	    	     	    	*	 2.210	    	O	19.30	     	     	-26.8	    	    	 583
    8631	227.56	-77.88	026.3596	-29.5378	*	2QZ J014526-2932 	01 45 26.3	-29 32 16	O	      	    	     	    	 	 1.978	    	*	20.46	     	 0.09	-25.4	    	 489	 489
    8632	229.77	-77.81	026.3604	-30.0089	*	2QZ J014526-3000 	01 45 26.5	-30 00 32	O	      	    	     	    	 	 2.145	    	*	20.56	     	 0.08	-25.6	    	 489	 489
    8633	228.37	-77.85	026.3721	-29.7114	*	2QZ J014529-2942 	01 45 29.3	-29 42 41	O	      	    	     	    	 	 1.657	    	*	19.89	     	-0.74	-25.5	    	 489	 489
    8634	260.87	-74.11	026.3729	-38.2789	*	Q 0143-3831      	01 45 29.5	-38 16 44	 	      	    	     	    	*	 2.370	    	*	20.24	     	     	-26.3	    	    	 970
    8635	160.18	-67.57	026.3733	 -8.6925	*	SDSS J01454-0841 	01 45 29.6	-08 41 33	O	      	   1	     	    	 	 2.482	    	 	19.23	     	     	-27.4	    	    	   1
    8636	229.92	-77.78	026.3813	-30.0456	*	2QZ J014531-3002 	01 45 31.5	-30 02 44	O	      	    	     	    	 	 1.930	    	*	19.37	     	-0.54	-26.5	    	 489	 489
    8637	222.03	-77.97	026.3850	-28.3794	*	2QZ J014532-2822 	01 45 32.4	-28 22 46	O	      	    	     	    	 	 1.307	    	*	18.69	     	-1.01	-26.2	    	 487	 487
    8638	218.81	-77.98	026.3925	-27.7086	*	2QZ J014534-2742 	01 45 34.2	-27 42 31	O	      	    	     	    	 	 0.906	    	*	19.61	     	-0.86	-24.4	    	 487	 487
    8639	263.02	-73.56	026.3933	-39.0914	*	Q 0143-3920      	01 45 34.4	-39 05 29	 	      	    	     	    	*	 2.200	    	*	19.88	     	     	-26.2	    	    	 970
    8640	142.08	-46.32	026.3933	+14.5267	*	SDSS J01455+1431 	01 45 34.4	+14 31 36	O	      	   1	     	    	 	 0.635	    	 	20.05	     	     	-23.0	    	    	   1
    8641	239.52	-77.20	026.3958	-32.2000	*	2QZ J014534-3212 	01 45 35.0	-32 12 00	O	      	    	     	    	 	 1.277	    	*	19.18	     	-0.92	-25.6	    	 489	 489
    8642	228.14	-77.83	026.3983	-29.6669	*	2QZ J014535-2940 	01 45 35.6	-29 40 01	O	      	    	     	    	 	 1.552	    	*	20.52	     	-0.64	-24.8	    	 489	 489
    8643	141.92	-45.94	026.4033	+14.9281	*	SDSS J01456+1455 	01 45 36.8	+14 55 41	O	      	   1	     	    	 	 1.148	    	 	18.16	     	     	-26.4	    	    	   1
    8644	260.42	-74.18	026.4063	-38.1406	*	Q 0143-3823      	01 45 37.5	-38 08 26	 	      	    	     	    	*	 2.680	    	*	20.12	     	     	-26.9	    	    	 970
    8645	263.21	-73.49	026.4096	-39.1767	*	Q 0143-3925      	01 45 38.3	-39 10 36	 	      	    	     	    	*	 2.250	    	*	20.03	     	     	-26.2	    	    	 970
    8646	267.69	-72.17	026.4121	-41.0469	*	Q 0143-4117      	01 45 38.9	-41 02 49	 	      	    	     	    	*	 2.180	    	*	20.19	     	     	-26.0	    	    	 970
    8647	265.14	-72.95	026.4125	-39.9528	*	Q 0143-4012      	01 45 39.0	-39 57 10	O	      	    	     	    	*	 2.550	    	R	20.50	     	     	-25.7	    	    	 583
    8648	270.96	-70.98	026.4217	-42.6222	*	Q 0143-4252      	01 45 41.2	-42 37 20	O	      	    	     	    	*	 2.050	    	O	19.00	     	     	-27.0	    	    	 583
    8649	162.48	-68.73	026.4279	-10.1353	 	SDSS J01457-1008 	01 45 42.7	-10 08 07	O	      	   1	     	    	 	 1.462	    	 	18.58	     	     	-26.6	    	    	   1
    8650	232.46	-77.63	026.4300	-30.6058	*	2QZ J014543-3036 	01 45 43.2	-30 36 21	O	      	    	     	    	 	 2.249	    	*	20.61	     	-0.24	-25.6	    	 489	 489
    8651	151.38	-60.48	026.4337	 -0.6411	*	SDSSp J01457-0038	01 45 44.1	-00 38 28	O	      	1802	     	    	 	 1.851	    	 	19.92	     	     	-25.8	    	    	1802
    8652	230.40	-77.71	026.4354	-30.1589	*	2QZ J014544-3009 	01 45 44.5	-30 09 32	O	      	    	     	    	 	 2.381	    	*	20.23	     	-0.12	-26.3	    	 489	 489
    8653	226.74	-77.84	026.4371	-29.3728	*	2QZ J014544-2922 	01 45 44.9	-29 22 22	O	      	    	     	    	 	 1.746	    	*	20.72	     	-0.80	-24.8	    	 489	 489
    8654	160.99	-67.91	026.4379	 -9.1511	 	SDSS J01457-0909 	01 45 45.1	-09 09 04	O	      	   1	     	    	 	 0.718	    	 	19.22	     	     	-24.1	    	    	   1
    8655	268.75	-71.77	026.4479	-41.5650	*	Q 0143-4148      	01 45 47.5	-41 33 54	 	      	    	     	    	*	 1.970	    	*	20.19	     	     	-25.7	    	    	 970
    8656	233.00	-77.58	026.4571	-30.7317	*	2QZ J014549-3043 	01 45 49.7	-30 43 54	O	      	    	     	    	 	 1.326	    	*	19.50	     	-0.68	-25.4	    	 489	 489
    8657	266.25	-72.57	026.4592	-40.4525	*	Q 0143-4042      	01 45 50.2	-40 27 09	O	      	    	     	    	*	 1.540	    	 	19.00	     	     	-26.3	    	    	 583
    8658	262.05	-73.73	026.4604	-38.7733	*	Q 0143-3901      	01 45 50.5	-38 46 24	 	      	    	     	    	*	 2.430	    	*	19.42	     	     	-27.2	    	    	 970
    8659	251.58	-75.78	026.4608	-35.3472	*	HE 0143-3535     	01 45 50.6	-35 20 50	O	      	    	     	    	 	 0.446	    	O	16.20	     	     	-26.0	    	    	2296
    8660	152.05	-61.10	026.4633	 -1.3417	*	UM 366           	01 45 51.2	-01 20 30	O	      	    	     	    	 	 3.141	    	 	17.70	     	     	-29.2	1229	1261	2050
    8661	265.01	-72.93	026.4650	-39.9364	*	Q 0143-4011      	01 45 51.6	-39 56 11	 	      	    	     	    	*	 2.020	    	*	20.16	     	     	-25.8	    	    	 970
    8662	220.77	-77.91	026.4650	-28.1172	*	2QZ J014551-2807 	01 45 51.6	-28 07 02	O	      	    	     	    	 	 1.261	    	*	19.53	     	-0.11	-25.3	    	 489	 489
    8663	150.20	-59.10	026.4688	 +0.8642	 	FIRST J01458+0051	01 45 52.5	+00 51 51	R	      	 165	     	    	 	 0.910	    	 	19.37	     	     	-24.6	    	    	 165
    8664	160.25	-67.43	026.4692	 -8.5936	*	SDSS J01458-0835 	01 45 52.6	-08 35 37	O	      	   1	     	    	 	 2.910	    	 	20.37	     	     	-27.1	    	    	   1
    8665	226.50	-77.81	026.4712	-29.3267	*	2QZ J014553-2919 	01 45 53.1	-29 19 36	O	      	    	     	    	 	 1.437	    	*	18.58	     	-0.64	-26.5	    	 489	 489
    8666	151.00	-59.98	026.4750	 -0.1125	*	SDSSp J01459-0006	01 45 54.0	-00 06 45	O	      	1802	     	    	 	 1.642	    	 	18.73	     	     	-26.7	    	    	1802
    8667	222.69	-77.88	026.4821	-28.5217	*	2QZ J014555-2831 	01 45 55.7	-28 31 18	O	      	    	     	    	 	 0.864	    	*	18.87	     	-0.57	-25.0	    	 489	 489
    8668	268.74	-71.73	026.4838	-41.5914	*	Q 0143-4150      	01 45 56.1	-41 35 29	 	      	    	     	    	*	 2.140	    	*	19.98	     	     	-26.1	    	    	 970
    8669	233.55	-77.52	026.4842	-30.8586	*	2QZ J014556-3051 	01 45 56.2	-30 51 31	O	      	    	     	    	 	 0.962	    	*	19.87	     	-0.91	-24.3	    	 489	 489
    8670	238.60	-77.19	026.4887	-32.0128	*	2QZ J014557-3200 	01 45 57.3	-32 00 46	O	      	    	     	    	 	 1.420	    	*	19.69	     	-0.30	-25.4	    	 489	 489
    8671	225.30	-77.83	026.4900	-29.0733	*	2QZ J014557-2904 	01 45 57.6	-29 04 24	O	      	    	     	    	 	 0.892	    	*	18.62	     	 0.05	-25.4	    	 489	 489
    8672	233.90	-77.50	026.4929	-30.9383	*	2QZ J014558-3056 	01 45 58.3	-30 56 18	O	      	    	     	    	 	 0.951	    	*	19.87	     	-1.00	-24.2	    	 489	 489
    8673	142.38	-46.60	026.5075	+14.1969	*	SDSS J01460+1411 	01 46 01.8	+14 11 49	O	      	   1	     	    	 	 0.512	    	 	19.42	     	     	-23.1	    	    	   1
    8674	232.09	-77.57	026.5100	-30.5408	*	2QZ J014602-3032 	01 46 02.4	-30 32 27	O	      	    	     	    	 	 1.871	    	*	19.58	     	-0.61	-26.2	    	 489	 489
    8675	222.31	-77.86	026.5112	-28.4439	*	2QZ J014602-2826 	01 46 02.7	-28 26 38	O	      	    	     	    	 	 2.159	    	*	19.11	     	 0.43	-27.0	    	 489	 489
    8676	230.43	-77.64	026.5154	-30.1772	*	2QZ J014603-3010 	01 46 03.7	-30 10 38	O	      	    	     	    	 	 1.441	    	*	19.88	     	-1.27	-25.3	    	 489	 489
    8677	266.51	-72.43	026.5154	-40.6072	*	Q 0143-4051      	01 46 03.7	-40 36 26	 	      	    	     	    	*	 2.230	    	*	19.31	     	     	-26.9	    	    	 970
    8678	142.60	-47.01	026.5283	+13.7578	*	SDSS J01461+1345 	01 46 06.8	+13 45 28	O	      	   1	     	    	 	 3.189	    	 	21.05	     	     	-26.8	    	    	   1
    8679	239.53	-77.08	026.5304	-32.2433	*	2QZ J014607-3214 	01 46 07.3	-32 14 36	O	      	    	     	    	 	 1.407	    	*	18.29	     	-0.81	-26.8	    	 489	 489
    8680	262.49	-73.54	026.5362	-38.9906	*	Q 0143-3914      	01 46 08.7	-38 59 26	 	      	    	     	    	*	 2.870	    	*	20.16	     	     	-27.2	    	    	 970
    8681	232.92	-77.51	026.5371	-30.7303	*	2QZ J014608-3043 	01 46 08.9	-30 43 49	O	      	    	     	    	 	 1.107	    	*	20.07	     	-0.83	-24.4	    	 489	 489
    8682	160.07	-67.20	026.5379	 -8.3600	*	SDSS J01461-0821 	01 46 09.1	-08 21 36	O	      	   1	     	    	 	 1.276	    	 	19.19	     	     	-25.6	    	    	   1
    8683	161.72	-68.14	026.5392	 -9.4883	*	SDSS J01461-0929 	01 46 09.4	-09 29 18	O	      	   1	     	    	 	 4.148	    	 	22.18	     	     	-27.6	    	    	   1
    8684	150.44	-59.20	026.5413	 +0.7225	 	FIRST J01461+0043	01 46 09.9	+00 43 21	O	      	 165	     	    	 	 0.890	    	 	19.14	     	     	-24.9	    	    	 165
    8685	160.47	-67.43	026.5413	 -8.6414	*	SDSS J01461-0838 	01 46 09.9	-08 38 29	O	      	   1	     	    	 	 1.475	    	 	19.08	     	     	-26.1	    	    	   1
    8686	232.17	-77.54	026.5442	-30.5650	*	2QZ J014610-3033 	01 46 10.6	-30 33 54	O	      	    	     	    	 	 1.455	    	*	19.76	     	-1.14	-25.4	    	 487	 487
    8687	219.55	-77.84	026.5463	-27.8631	*	2QZ J014611-2751 	01 46 11.1	-27 51 47	O	      	    	     	    	 	 1.716	    	*	18.55	     	-1.06	-26.9	    	 487	 487
    8688	227.29	-77.73	026.5483	-29.5036	*	2QZ J014611-2930 	01 46 11.6	-29 30 13	O	      	    	     	    	 	 1.200	    	*	20.13	     	-0.85	-24.5	    	 489	 489
    8689	151.55	-60.39	026.5517	 -0.5942	*	H 0143-0050      	01 46 12.4	-00 35 39	 	      	    	     	    	 	 3.100	    	 	17.00	     	     	-30.8	    	    	1006
    8690	263.48	-73.27	026.5525	-39.3847	*	Q 0144-3938      	01 46 12.6	-39 23 05	O	      	    	     	    	 	 0.244	    	*	16.08	     	-0.67	-24.8	1158	1158	2296
    8691	262.67	-73.48	026.5554	-39.0717	*	Q 0144-3919      	01 46 13.3	-39 04 18	 	      	    	     	    	*	 2.140	    	*	20.16	     	     	-26.0	    	    	 970
    8692	220.97	-77.83	026.5592	-28.1622	*	2QZ J014614-2809 	01 46 14.2	-28 09 44	O	      	    	     	    	 	 0.770	    	*	19.77	     	-0.66	-23.7	    	 487	 487
    8693	266.06	-72.52	026.5646	-40.4528	*	Q 0144-4042      	01 46 15.5	-40 27 10	 	      	    	     	    	*	 2.180	    	*	19.80	     	     	-26.4	    	    	 970
    8694	261.80	-73.69	026.5658	-38.7500	*	Q 0144-3859      	01 46 15.8	-38 45 00	 	      	    	     	    	*	 1.950	    	*	18.57	     	     	-27.3	    	    	 970
    8695	151.83	-60.62	026.5754	 -0.8589	*	SDSSp J01463-0051	01 46 18.1	-00 51 32	O	      	1802	     	    	 	 0.832	    	 	18.57	     	     	-25.3	    	    	1802
    8696	228.68	-77.66	026.5767	-29.8072	*	2QZ J014618-2948 	01 46 18.4	-29 48 26	O	      	    	     	    	 	 1.513	    	*	19.86	     	-0.85	-25.4	    	 489	 489
    8697	282.28	-64.57	026.5779	-50.3056	*	0144-505         	01 46 18.7	-50 18 20	 	      	    	     	    	*	 2.030	    	 	18.60	     	     	-27.4	1746	    	1746
    8698	266.06	-72.50	026.5808	-40.4664	*	Q 0144-4042      	01 46 19.4	-40 27 59	 	      	    	     	    	*	 2.910	    	*	20.05	     	     	-27.4	    	    	 970
    8699	151.77	-60.54	026.5829	 -0.7747	*	UM 368           	01 46 19.9	-00 46 29	O	      	    	     	    	 	 3.159	    	 	19.30	     	     	-27.7	1229	1261	1483
    8700	259.52	-74.19	026.5904	-37.9408	*	Q 0144-3811      	01 46 21.7	-37 56 27	 	      	    	     	    	*	 1.930	    	*	18.68	     	     	-27.1	    	    	 970
    8701	230.90	-77.56	026.5904	-30.2931	*	2QZ J014621-3017 	01 46 21.7	-30 17 35	O	      	    	     	    	 	 1.704	    	*	19.67	     	-0.51	-25.8	    	 489	 489
    8702	149.31	-57.73	026.5908	 +2.2989	*	UM 136           	01 46 21.8	+02 17 56	O	      	    	     	    	 	 1.600	    	O	19.40	     	     	-25.9	1233	    	1193
    8703	227.58	-77.68	026.5954	-29.5717	*	2QZ J014622-2934 	01 46 22.9	-29 34 18	O	      	    	     	    	 	 1.109	    	*	19.41	     	-0.75	-25.1	    	 489	 489
    8704	142.23	-46.00	026.5954	+14.8044	*	SDSS J01463+1448 	01 46 22.9	+14 48 16	O	      	   1	     	    	 	 0.971	    	 	19.19	     	     	-25.0	    	    	   1
    8705	142.96	-47.54	026.5987	+13.1864	*	SDSS J01463+1311 	01 46 23.7	+13 11 11	O	      	   1	     	    	 	 1.202	    	 	19.42	     	     	-25.2	    	    	   1
    8706	230.58	-77.55	026.6092	-30.2267	*	2QZ J014626-3013 	01 46 26.2	-30 13 36	O	      	    	     	    	 	 2.105	    	*	20.80	     	-0.91	-25.3	    	 487	 487
    8707	223.57	-77.75	026.6096	-28.7156	*	2QZ J014626-2842 	01 46 26.3	-28 42 56	O	      	    	     	    	 	 1.501	    	*	20.01	     	-0.63	-25.2	    	 489	 489
    8708	266.22	-72.42	026.6112	-40.5572	*	Q 0144-4048      	01 46 26.7	-40 33 26	 	      	    	     	    	*	 2.140	    	*	18.07	     	     	-28.0	    	    	 970
    8709	260.73	-73.90	026.6121	-38.3856	*	Q 0144-3838      	01 46 26.9	-38 23 08	 	      	    	     	    	*	 2.790	    	*	20.07	     	     	-27.1	    	    	 970
    8710	231.11	-77.53	026.6150	-30.3433	*	2QZ J014627-3020 	01 46 27.6	-30 20 36	O	      	    	     	    	 	 1.895	    	*	19.87	     	-1.45	-25.9	    	 489	 489
    8711	234.87	-77.32	026.6283	-31.1878	*	2QZ J014630-3111 	01 46 30.8	-31 11 16	O	      	    	     	    	 	 1.619	    	*	20.10	     	-0.85	-25.3	    	 489	 489
    8712	269.04	-71.46	026.6304	-41.8550	*	Q 0144-4206      	01 46 31.3	-41 51 18	 	      	    	     	    	*	 1.980	    	*	17.69	     	     	-28.2	    	    	 970
    8713	142.83	-47.15	026.6333	+13.5850	*	SDSS J01465+1335 	01 46 32.0	+13 35 06	O	      	   1	     	    	 	 0.689	    	 	17.38	     	     	-25.8	    	    	   1
    8714	234.76	-77.32	026.6346	-31.1653	*	2QZ J014632-3109 	01 46 32.3	-31 09 55	O	      	    	     	    	 	 0.992	    	*	20.79	     	 0.16	-23.4	    	 489	 489
    8715	150.27	-58.76	026.6404	 +1.1533	*	SDSSp J01465+0109	01 46 33.7	+01 09 12	O	      	1802	     	    	 	 1.732	    	 	19.29	     	     	-26.2	    	    	1802
    8716	234.41	-77.34	026.6408	-31.0856	*	2QZ J014633-3105 	01 46 33.8	-31 05 08	O	      	    	     	    	 	 2.191	    	*	20.20	     	-0.45	-26.0	    	 489	 489
    8717	230.09	-77.55	026.6429	-30.1233	*	2QZ J014634-3007 	01 46 34.3	-30 07 24	O	      	    	     	    	 	 2.459	    	*	20.18	     	-0.19	-26.5	    	 487	 487
    8718	239.09	-77.01	026.6442	-32.1744	*	2QZ J014634-3210 	01 46 34.6	-32 10 28	O	      	    	     	    	 	 1.202	    	*	20.04	     	-1.26	-24.6	    	 489	 489
    8719	235.85	-77.24	026.6496	-31.4164	*	2QZ J014635-3124 	01 46 35.9	-31 24 59	O	      	    	     	    	 	 0.969	    	*	20.09	     	-0.41	-24.1	    	 489	 489
    8720	267.56	-71.95	026.6496	-41.1797	*	Q 0144-4125      	01 46 35.9	-41 10 47	 	      	    	     	    	*	 2.250	    	*	19.30	     	     	-26.9	    	    	 970
    8721	223.66	-77.72	026.6496	-28.7364	*	2QZ J014635-2844 	01 46 35.9	-28 44 11	O	      	    	     	    	 	 1.917	    	*	20.58	     	-0.27	-25.2	    	 489	 489
    8722	264.09	-72.98	026.6617	-39.7094	*	Q 0144-3957      	01 46 38.8	-39 42 34	 	      	    	     	    	*	 2.370	    	*	18.46	     	     	-28.1	    	    	 970
    8723	226.64	-77.64	026.6625	-29.3769	*	2QZ J014638-2922 	01 46 39.0	-29 22 37	O	      	    	     	    	 	 2.322	    	*	19.42	     	 0.13	-27.0	    	 489	 489
    8724	237.86	-77.09	026.6658	-31.8897	*	2QZ J014639-3153 	01 46 39.8	-31 53 23	O	      	    	     	    	 	 1.285	    	*	19.55	     	-1.37	-25.3	    	 489	 489
    8725	233.60	-77.36	026.6662	-30.9089	 	2QZ J014639-3054 	01 46 39.9	-30 54 32	O	      	 487	     	    	 	 1.050	    	*	19.12	     	-0.43	-25.2	    	 487	 487
    8726	217.66	-77.73	026.6679	-27.4608	*	2QZ J014640-2727 	01 46 40.3	-27 27 39	O	      	    	     	    	 	 1.732	    	*	20.02	     	 0.15	-25.5	    	 487	 487
    8727	234.80	-77.29	026.6712	-31.1814	*	2QZ J014641-3110 	01 46 41.1	-31 10 53	O	      	    	     	    	 	 1.621	    	*	20.26	     	 0.79	-25.1	    	 489	 489
    8728	150.34	-58.76	026.6717	 +1.1375	*	SDSSp J01466+0108	01 46 41.2	+01 08 15	O	      	1802	     	    	 	 0.977	    	 	17.31	     	     	-26.9	    	    	1802
    8729	231.55	-77.46	026.6717	-30.4522	*	2QZ J014641-3027 	01 46 41.2	-30 27 08	O	      	    	     	    	 	 1.059	    	*	19.36	     	-1.19	-25.0	    	 489	 489
    8730	236.89	-77.15	026.6725	-31.6625	*	2QZ J014641-3139 	01 46 41.4	-31 39 45	O	      	    	     	    	 	 1.464	    	*	20.83	     	-0.61	-24.3	    	 489	 489
    8731	267.64	-71.89	026.6762	-41.2406	*	Q 0144-4129      	01 46 42.3	-41 14 26	O	      	    	     	    	*	 2.030	    	O	19.70	     	     	-26.3	    	    	 583
    8732	267.08	-72.07	026.6796	-40.9889	*	Q 0144-4114      	01 46 43.1	-40 59 20	O	      	    	     	    	*	 1.190	    	 	18.30	     	     	-26.3	    	    	 583
