#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-05-20T17:28:20
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml17705
#INFO	CatalogsExamined=6
#  6 catalogues with potential matches were examined
#
#INFO	Target=308.200000+41.000000,rm=600.

#RESOURCE=2126
#Name: II/126
#Title:	IRAS Serendipitous Survey Catalog (IPAC 1986)
#Table	II_126_sources:
#Name: II/126/sources
#Title:	Properties of the point sources identified
#Coosys	B1950:	eq_FK4 1950
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_r	(F8.5)	Distance from center (RA1950=20 30 59.9, DE1950=+40 49 43)	[ucd=POS_ANG_DIST_GENERAL]
#Column	_Glon	(F6.2)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	IRAS	(A11)	IRAS/SSC Source Name (1)        (link)	[ucd=ID_MAIN]
#Column	RA1950	(A10)	Right Ascension 1950 (hours)	[ucd=POS_EQ_RA_MAIN]
#Column	DE1950	(A9)	Declination 1950 (degrees)	[ucd=POS_EQ_DEC_MAIN]
#Column	ANGLE	(I3)	Position Angle of SSC Source Error Box expressed in degrees East of North.	[ucd=ERROR]
#Column	FLUX12	(E9.2)	Averaged Non-color Corrected Flux Densities(2)	[ucd=PHOT_FLUX_IR_12]
#Column	FLUX25	(E9.2)	Averaged Non-color Corrected Flux Densities(2)	[ucd=PHOT_FLUX_IR_25]
#Column	FLUX60	(E9.2)	Averaged Non-color Corrected Flux Densities(2)	[ucd=PHOT_FLUX_IR_60]
#Column	RGRID	(I5)	Reference Grid Number        (link)	[ucd=REFER_CODE]

recno	_r	_Glon	_Glat	_RAJ2000	_DEJ2000	IRAS	RA1950	DE1950	ANGLE	FLUX12	FLUX25	FLUX60	RGRID
   37785	 6.47758	086.32	+01.66	312.5697	+46.6617	20485+4628 	20 48 35.1	+46 28 27	 68	 1.57e-01	 1.74e-01	 8.22e-01	 3485
   37542	 6.48191	086.33	+01.66	312.5684	+46.6673	20485+4628 	20 48 34.8	+46 28 47	 68	 1.59e-01	 2.06e-01	 8.95e-01	 3500
   37324	 6.52161	086.33	+01.87	312.3378	+46.8028	20476+4636 	20 47 39.9	+46 36 58	 72	 9.56e-01	 3.50e-01	 9.18e-01	 2950
   37533	 6.52172	086.33	+01.87	312.3374	+46.8031	20476+4636 	20 47 39.8	+46 36 59	 68	 1.03e+00	 4.06e-01	 9.18e-01	 3500
   37780	 6.52449	086.34	+01.87	312.3399	+46.8053	20476+4637 	20 47 40.4	+46 37 07	 68	 1.01e+00	 3.21e-01	 8.22e-01	 3485
   37810	 6.46564	086.36	+01.21	313.1030	+46.4111	20507+4613 	20 50 42.2	+46 13 18	 68	 2.56e-01	 1.74e-01	 8.22e-01	 3485
   37794	 6.50801	086.38	+01.46	312.8467	+46.5802	20496+4623 	20 49 41.2	+46 23 30	 68	 2.61e-01	 1.74e-01	 8.22e-01	 3485
   37805	 6.50870	086.40	+01.29	313.0569	+46.4854	20505+4617 	20 50 31.3	+46 17 46	 68	 1.57e-01	 1.74e-01	 8.22e-01	 3485
   37786	 6.63351	086.46	+01.77	312.5759	+46.8398	20486+4639 	20 48 36.9	+46 39 08	 68	 1.57e-01	 2.90e-01	 8.22e-01	 3485
   37784	 6.69160	086.51	+01.83	312.5452	+46.9186	20484+4643 	20 48 29.7	+46 43 52	 68	 1.57e-01	 7.94e-01	 8.22e-01	 3485
   37789	 6.67368	086.52	+01.68	312.7207	+46.8284	20491+4638 	20 49 11.5	+46 38 25	 68	 2.03e-01	 1.74e-01	 8.22e-01	 3485
   37790	 6.75006	086.59	+01.71	312.7565	+46.9027	20493+4642 	20 49 20.2	+46 42 52	 68	 5.95e-01	 1.74e-01	 8.22e-01	 3485
   38041	 7.72323	087.64	+00.86	314.7044	+47.1567	20571+4657 	20 57 06.5	+46 57 42	 43	 1.04e-01	 1.04e-01	 2.15e-01	 4856
   38060	 7.72816	087.65	+00.42	315.1925	+46.8709	20590+4640 	20 59 02.7	+46 40 27	 43	 1.04e-01	 1.04e-01	 2.21e-01	 4856
   38036	 7.75543	087.67	+01.02	314.5500	+47.2826	20564+4705 	20 56 29.8	+47 05 17	 43	 4.34e-01	 1.04e-01	 2.21e-01	 4856
   38028	 7.76634	087.67	+01.21	314.3446	+47.4030	20556+4712 	20 55 40.9	+47 12 33	 43	 1.04e-01	 1.04e-01	 2.21e-01	 4856
   38024	 7.78512	087.67	+01.40	314.1304	+47.5311	20548+4720 	20 54 49.9	+47 20 17	 43	 1.04e-01	 1.04e-01	 2.21e-01	 4856
   38022	 7.79048	087.68	+01.42	314.1127	+47.5461	20547+4721 	20 54 45.7	+47 21 11	 43	 1.89e-01	 1.04e-01	 2.21e-01	 4856
   38006	 7.85354	087.68	+01.91	313.5573	+47.8641	20525+4740 	20 52 33.5	+47 40 23	 43	 7.78e-01	 1.04e-01	 2.21e-01	 4856
   38009	 7.85127	087.69	+01.81	313.6870	+47.8082	20530+4737 	20 53 04.4	+47 37 00	 43	 1.57e-01	 1.04e-01	 2.21e-01	 4856
   38018	 7.81905	087.69	+01.54	313.9961	+47.6348	20543+4726 	20 54 18.0	+47 26 32	 43	 1.04e-01	 1.04e-01	 2.21e-01	 4856
   38010	 7.84697	087.70	+01.74	313.7651	+47.7701	20533+4734 	20 53 23.0	+47 34 42	 43	 2.88e-01	 9.68e-02	 2.21e-01	 4856
   38052	 7.77637	087.70	+00.67	314.9652	+47.0760	20581+4652 	20 58 08.7	+46 52 48	 43	 1.71e-01	 1.04e-01	 2.21e-01	 4856
   38059	 7.78705	087.71	+00.51	315.1583	+46.9727	20589+4646 	20 58 54.7	+46 46 34	 43	 1.97e-01	 1.04e-01	 2.21e-01	 4856
   38040	 7.80680	087.72	+00.97	314.6658	+47.2858	20569+4705 	20 56 57.5	+47 05 27	 43	 1.58e-01	 8.30e-01	 2.21e-01	 4856
   38048	 7.80678	087.73	+00.78	314.8813	+47.1651	20578+4658 	20 57 48.8	+46 58 10	 43	 2.17e-01	 1.04e-01	 2.21e-01	 4856
   38039	 7.81360	087.73	+00.99	314.6431	+47.3068	20568+4706 	20 56 52.1	+47 06 43	 43	 1.04e-01	 1.04e-01	 2.21e-01	 4856
   38019	 7.85751	087.73	+01.53	314.0470	+47.6581	20545+4727 	20 54 30.2	+47 27 55	 43	 1.04e-01	 1.04e-01	 7.41e-01	 4856
   38031	 7.83136	087.74	+01.20	314.4162	+47.4480	20559+4715 	20 55 58.1	+47 15 14	 43	 2.04e-01	 1.04e-01	 4.60e-01	 4856
   38008	 7.90853	087.74	+01.86	313.6693	+47.8829	20530+4741 	20 53 00.3	+47 41 29	 43	 8.31e-01	 6.09e-01	 2.21e-01	 4856
   38067	 7.82907	087.74	+00.29	315.4323	+46.8540	21000+4639 	21 00 00.0	+46 39 23	 43	 6.21e-01	 2.54e-01	 2.21e-01	 4856
   38056	 7.82010	087.74	+00.61	315.0807	+47.0650	20586+4652 	20 58 36.3	+46 52 07	 43	 1.04e-01	 1.24e-01	 2.21e-01	 4856
   38046	 7.83002	087.75	+00.84	314.8311	+47.2241	20576+4701 	20 57 36.9	+47 01 43	 43	 1.04e-01	 1.04e-01	 2.36e-01	 4856
   38063	 7.83485	087.75	+00.43	315.2889	+46.9554	20594+4645 	20 59 25.9	+46 45 30	 43	 3.54e-01	 1.04e-01	 2.21e-01	 4856
   38007	 7.95505	087.78	+01.94	313.6143	+47.9596	20527+4746 	20 52 47.3	+47 46 06	 43	 7.68e-01	 2.09e-01	 2.21e-01	 4856
   38037	 7.88739	087.80	+01.12	314.5630	+47.4429	20565+4714 	20 56 33.2	+47 14 54	 43	 1.04e-01	 1.04e-01	 5.33e-01	 4856
   38025	 7.91512	087.80	+01.44	314.2118	+47.6514	20551+4727 	20 55 09.6	+47 27 29	 43	 1.40e-01	 1.04e-01	 4.61e-01	 4856
   38016	 7.94031	087.80	+01.64	313.9795	+47.7881	20542+4735 	20 54 14.3	+47 35 44	 43	 1.04e-01	 1.04e-01	 2.63e-01	 4856
   38045	 7.88534	087.80	+00.91	314.8045	+47.3107	20575+4706 	20 57 30.7	+47 06 55	 43	 1.81e+00	 7.54e-01	 2.21e-01	 4856
   38066	 7.89395	087.81	+00.42	315.3501	+46.9973	20596+4648 	20 59 40.6	+46 48 00	 43	 1.04e-01	 2.51e-01	 2.86e+00	 4856
   38061	 7.89706	087.82	+00.56	315.2106	+47.0890	20591+4653 	20 59 07.4	+46 53 32	 43	 1.73e+00	 1.04e-01	 2.21e-01	 4856
   38011	 7.98342	087.82	+01.84	313.7789	+47.9255	20534+4744 	20 53 26.6	+47 44 01	 43	 1.04e-01	 1.04e-01	 4.44e-01	 4856
   38013	 7.97395	087.83	+01.72	313.9162	+47.8559	20539+4739 	20 53 59.3	+47 39 49	 43	 1.81e-01	 1.04e-01	 2.21e-01	 4856
   38035	 7.92421	087.83	+01.21	314.4934	+47.5249	20562+4719 	20 56 16.7	+47 19 50	 43	 2.57e-01	 1.04e-01	 2.21e-01	 4856
   38062	 7.92391	087.84	+00.56	315.2372	+47.1089	20592+4654 	20 59 13.8	+46 54 43	 43	 1.04e-01	 5.56e-01	 2.21e-01	 4856
   38043	 7.93170	087.85	+00.99	314.7528	+47.3986	20573+4712 	20 57 18.5	+47 12 12	 43	 1.15e-01	 1.04e-01	 2.21e-01	 4856
   38014	 8.01572	087.87	+01.73	313.9423	+47.8944	20540+4742 	20 54 05.6	+47 42 07	 43	 1.04e-01	 1.04e-01	 2.67e-01	 4856
   38017	 8.01226	087.87	+01.69	313.9931	+47.8682	20542+4740 	20 54 17.7	+47 40 32	 43	 4.70e-01	 1.41e-01	 2.21e-01	 4856
   38015	 8.01665	087.87	+01.72	313.9607	+47.8875	20541+4741 	20 54 10.0	+47 41 42	 43	 1.04e-01	 1.18e-01	 2.21e-01	 4856
   38023	 8.00104	087.87	+01.58	314.1178	+47.7992	20547+4736 	20 54 47.4	+47 36 22	 43	 1.04e-01	 1.04e-01	 2.99e-01	 4856
   38123	 7.96375	087.88	+00.55	315.2809	+47.1357	20594+4656 	20 59 24.3	+46 56 19	 44	 9.85e-02	 9.93e-02	 3.04e-01	 4848
   38139	 7.98613	087.89	+00.20	315.6807	+46.9070	21009+4642 	21 00 59.5	+46 42 31	 44	 1.30e-01	 9.93e-02	 3.13e-01	 4848
   38042	 7.98681	087.90	+01.05	314.7380	+47.4769	20572+4716 	20 57 15.1	+47 16 54	 43	 1.04e-01	 1.04e-01	 1.03e+00	 4856
   38104	 7.98974	087.90	+01.05	314.7413	+47.4788	20572+4717 	20 57 15.9	+47 17 01	 44	 9.85e-02	 9.93e-02	 2.39e-01	 4848
   38111	 7.98429	087.90	+00.89	314.9270	+47.3706	20580+4710 	20 58 00.1	+47 10 29	 44	 9.85e-02	 9.93e-02	 6.22e-01	 4848
   38050	 7.99026	087.91	+00.88	314.9383	+47.3720	20580+4710 	20 58 02.8	+47 10 34	 43	 1.04e-01	 1.04e-01	 7.16e-01	 4856
   38084	 8.05370	087.92	+01.66	314.0716	+47.8832	20546+4741 	20 54 36.5	+47 41 25	 44	 9.85e-02	 9.93e-02	 9.73e-01	 4848
   38021	 8.06174	087.92	+01.66	314.0795	+47.8893	20546+4741 	20 54 38.4	+47 41 47	 43	 1.04e-01	 1.04e-01	 9.48e-01	 4856
   38094	 8.03044	087.93	+01.33	314.4471	+47.6800	20560+4729 	20 56 05.9	+47 29 09	 44	 4.83e-01	 1.24e-01	 2.39e-01	 4848
   38034	 8.03089	087.93	+01.34	314.4454	+47.6814	20560+4729 	20 56 05.5	+47 29 14	 43	 4.79e-01	 1.04e-01	 2.21e-01	 4856
   38057	 8.00650	087.93	+00.71	315.1511	+47.2711	20588+4704 	20 58 53.5	+47 04 28	 43	 2.08e+00	 1.05e+00	 2.21e-01	 4856
   38105	 8.01619	087.93	+01.06	314.7617	+47.5017	20573+4718 	20 57 20.8	+47 18 23	 44	 9.85e-02	 9.93e-02	 9.45e-01	 4848
   38099	 8.02833	087.94	+01.15	314.6687	+47.5658	20569+4722 	20 56 58.7	+47 22 15	 44	 1.05e-01	 9.93e-02	 2.39e-01	 4848
   38137	 8.02647	087.94	+00.27	315.6412	+46.9905	21008+4647 	21 00 50.2	+46 47 32	 44	 2.47e-01	 9.93e-02	 3.72e-01	 4848
   38121	 8.01696	087.94	+00.71	315.1627	+47.2780	20589+4704 	20 58 56.3	+47 04 53	 44	 2.14e+00	 1.20e+00	 3.83e-01	 4848
   38134	 8.03300	087.95	+00.33	315.5848	+47.0370	21006+4650 	21 00 36.8	+46 50 20	 44	 1.00e-01	 9.93e-02	 4.19e-01	 4848
   38093	 8.07125	087.96	+01.40	314.4101	+47.7482	20559+4733 	20 55 57.2	+47 33 15	 44	 9.85e-02	 9.93e-02	 9.71e-01	 4848
   38072	 8.05173	087.96	+00.27	315.6653	+47.0098	21009+4648 	21 00 56.0	+46 48 41	 43	 2.68e-01	 1.04e-01	 2.21e-01	 4856
   38098	 8.06418	087.97	+01.23	314.6100	+47.6409	20567+4726 	20 56 44.8	+47 26 46	 44	 1.82e+01	 1.33e+01	 1.96e+00	 4848
   38033	 8.07858	087.97	+01.39	314.4264	+47.7494	20560+4733 	20 56 01.1	+47 33 19	 43	 1.04e-01	 1.04e-01	 2.21e-01	 4856
   38032	 8.07964	087.97	+01.40	314.4159	+47.7557	20559+4733 	20 55 58.6	+47 33 42	 43	 1.04e-01	 1.04e-01	 8.83e-01	 4856
   38147	 8.07367	087.97	+00.03	315.9375	+46.8526	21020+4639 	21 02 00.8	+46 39 12	 44	 3.47e+00	 2.05e+00	 4.68e-01	 4848
   38087	 8.09412	087.97	+01.50	314.3062	+47.8254	20555+4737 	20 55 32.5	+47 37 54	 44	 3.98e-01	 2.19e-01	 2.39e-01	 4848
   38012	 8.14989	087.98	+01.93	313.8210	+48.1037	20536+4754 	20 53 37.0	+47 54 42	 43	 1.08e-01	 1.04e-01	 2.21e-01	 4856
   38038	 8.07457	087.98	+01.23	314.6192	+47.6492	20567+4727 	20 56 47.0	+47 27 16	 43	 1.90e+01	 1.20e+01	 2.13e+00	 4856
   38027	 8.10097	087.98	+01.50	314.3104	+47.8318	20555+4738 	20 55 33.5	+47 38 17	 43	 4.62e-01	 2.15e-01	 2.21e-01	 4856
   38144	 8.08089	087.98	+00.11	315.8651	+46.9143	21017+4642 	21 01 43.6	+46 42 55	 44	 9.85e-02	 9.93e-02	 3.71e-01	 4848
   38070	 8.07265	087.99	+00.39	315.5605	+47.1077	21005+4654 	21 00 31.1	+46 54 35	 43	 1.10e+00	 5.52e-01	 2.21e-01	 4856
   38129	 8.07017	087.99	+00.53	315.4126	+47.1981	20599+4700 	20 59 55.9	+47 00 02	 44	 9.85e-02	 9.93e-02	 3.47e-01	 4848
   38133	 8.07700	087.99	+00.39	315.5667	+47.1097	21005+4654 	21 00 32.6	+46 54 42	 44	 1.43e+00	 5.11e-01	 2.39e-01	 4848
   38116	 8.07885	088.00	+00.89	315.0176	+47.4425	20583+4714 	20 58 21.9	+47 14 47	 44	 1.12e+00	 4.29e-01	 2.39e-01	 4848
   38055	 8.09042	088.01	+00.89	315.0280	+47.4517	20584+4715 	20 58 24.4	+47 15 20	 43	 1.09e+00	 3.70e-01	 2.21e-01	 4856
   38106	 8.10074	088.01	+01.12	314.7760	+47.6014	20574+4724 	20 57 24.4	+47 24 22	 44	 3.79e+00	 1.47e+00	 2.39e-01	 4848
   38131	 8.09138	088.01	+00.48	315.4788	+47.1855	21001+4659 	21 00 11.7	+46 59 16	 44	 1.09e-01	 9.93e-02	 2.39e-01	 4848
   38128	 8.09223	088.01	+00.55	315.4052	+47.2325	20599+4702 	20 59 54.2	+47 02 06	 44	 8.85e-02	 9.93e-02	 2.39e-01	 4848
   38058	 8.09537	088.02	+00.78	315.1506	+47.3886	20588+4711 	20 58 53.6	+47 11 31	 43	 5.45e-01	 1.41e-01	 2.21e-01	 4856
   38065	 8.09765	088.02	+00.63	315.3220	+47.2905	20595+4705 	20 59 34.4	+47 05 36	 43	 1.04e-01	 1.04e-01	 6.46e-01	 4856
   38120	 8.09888	088.02	+00.78	315.1552	+47.3905	20589+4711 	20 58 54.7	+47 11 38	 44	 5.39e-01	 1.32e-01	 2.39e-01	 4848
   38044	 8.11130	088.02	+01.12	314.7855	+47.6098	20574+4724 	20 57 26.7	+47 24 52	 43	 3.79e+00	 1.46e+00	 2.21e-01	 4856
   38112	 8.11299	088.03	+00.97	314.9577	+47.5198	20581+4719 	20 58 07.7	+47 19 26	 44	 7.10e-01	 3.09e-01	 2.39e-01	 4848
   38051	 8.11453	088.03	+00.97	314.9572	+47.5221	20581+4719 	20 58 07.6	+47 19 34	 43	 8.33e-01	 3.33e-01	 2.21e-01	 4856
   38030	 8.14878	088.03	+01.47	314.3998	+47.8482	20559+4739 	20 55 54.9	+47 39 15	 43	 1.15e-01	 1.04e-01	 2.21e-01	 4856
   38069	 8.11485	088.03	+00.48	315.5012	+47.2034	21002+4700 	21 00 17.1	+47 00 20	 43	 1.48e-01	 1.04e-01	 2.21e-01	 4856
   38092	 8.15286	088.04	+01.47	314.4056	+47.8504	20559+4739 	20 55 56.3	+47 39 23	 44	 1.38e-01	 9.93e-02	 2.39e-01	 4848
   38110	 8.12610	088.04	+01.03	314.8983	+47.5688	20578+4722 	20 57 53.6	+47 22 23	 44	 8.52e-02	 9.93e-02	 2.39e-01	 4848
   38089	 8.17329	088.05	+01.53	314.3529	+47.9000	20557+4742 	20 55 43.8	+47 42 22	 44	 9.96e-02	 9.93e-02	 2.39e-01	 4848
   38047	 8.14442	088.06	+01.09	314.8507	+47.6175	20577+4725 	20 57 42.3	+47 25 19	 43	 1.04e-01	 1.04e-01	 8.11e-01	 4856
   38068	 8.13606	088.06	+00.56	315.4443	+47.2676	21000+4704 	21 00 03.6	+47 04 12	 43	 1.25e-01	 1.04e-01	 2.21e-01	 4856
   38049	 8.14387	088.06	+01.03	314.9162	+47.5819	20579+4723 	20 57 57.9	+47 23 10	 43	 1.16e-01	 1.04e-01	 2.21e-01	 4856
   38107	 8.14831	088.06	+01.09	314.8553	+47.6200	20577+4725 	20 57 43.4	+47 25 28	 44	 9.85e-02	 9.93e-02	 7.59e-01	 4848
   38020	 8.21319	088.06	+01.79	314.0646	+48.0765	20545+4753 	20 54 35.2	+47 53 01	 43	 1.04e-01	 1.04e-01	 2.32e-01	 4856
   38143	 8.16231	088.07	+00.22	315.8281	+47.0556	21015+4651 	21 01 35.0	+46 51 24	 44	 2.56e-01	 9.93e-02	 2.39e-01	 4848
   38073	 8.16302	088.07	+00.24	315.8083	+47.0700	21015+4652 	21 01 30.3	+46 52 16	 43	 1.04e-01	 1.04e-01	 1.34e+00	 4856
   38064	 8.15412	088.08	+00.69	315.3109	+47.3724	20595+4710 	20 59 31.9	+47 10 31	 43	 2.09e-01	 1.04e-01	 2.21e-01	 4856
   38054	 8.16434	088.08	+00.98	315.0000	+47.5628	20582+4722 	20 58 17.9	+47 22 00	 43	 1.04e-01	 1.04e-01	 2.21e-01	 4856
   38124	 8.16295	088.08	+00.69	315.3218	+47.3778	20595+4710 	20 59 34.5	+47 10 50	 44	 2.45e-01	 9.93e-02	 2.39e-01	 4848
   38142	 8.17519	088.08	+00.24	315.8238	+47.0767	21015+4652 	21 01 34.0	+46 52 40	 44	 9.85e-02	 9.93e-02	 1.28e+00	 4848
   38141	 8.17281	088.09	+00.31	315.7448	+47.1261	21012+4655 	21 01 15.2	+46 55 39	 44	 1.18e-01	 9.93e-02	 2.39e-01	 4848
   38115	 8.17070	088.09	+00.97	315.0159	+47.5623	20583+4721 	20 58 21.7	+47 21 58	 44	 9.85e-02	 9.93e-02	 2.39e-01	 4848
   38071	 8.16975	088.09	+00.42	315.6259	+47.1993	21007+4700 	21 00 46.9	+47 00 04	 43	 1.71e+00	 6.88e+00	 9.56e+01	 4856
   38053	 8.17518	088.09	+01.00	314.9818	+47.5866	20582+4723 	20 58 13.6	+47 23 26	 43	 1.00e-01	 1.04e-01	 2.21e-01	 4856
   38136	 8.17870	088.10	+00.42	315.6342	+47.2063	21008+4700 	21 00 48.9	+47 00 29	 44	 1.70e+00	 7.06e+00	 2.39e-01	 4848
   38127	 8.17533	088.10	+00.66	315.3729	+47.3638	20597+4709 	20 59 46.7	+47 09 59	 44	 1.38e-01	 9.93e-02	 2.39e-01	 4848
   38029	 8.22325	088.10	+01.56	314.3592	+47.9578	20557+4745 	20 55 45.4	+47 45 50	 43	 1.04e-01	 1.04e-01	 2.21e-01	 4856
   38091	 8.22790	088.10	+01.56	314.3642	+47.9611	20557+4746 	20 55 46.6	+47 46 02	 44	 9.85e-02	 9.93e-02	 2.39e-01	 4848
   38130	 8.19260	088.11	+00.61	315.4357	+47.3490	21000+4709 	21 00 01.7	+47 09 05	 44	 9.85e-02	 9.93e-02	 7.16e-01	 4848
   38149	 8.21878	088.11	+00.02	316.0906	+46.9531	21026+4645 	21 02 37.6	+46 45 12	 44	 3.27e-01	 9.93e-02	 2.39e-01	 4848
   38026	 8.25317	088.11	+01.67	314.2464	+48.0449	20553+4751 	20 55 18.6	+47 51 05	 43	 1.04e-01	 1.04e-01	 3.24e-01	 4856
   38138	 8.20095	088.12	+00.42	315.6562	+47.2228	21009+4701 	21 00 54.2	+47 01 28	 44	 9.85e-02	 9.93e-02	 8.69e+01	 4848
   38122	 8.20749	088.13	+00.84	315.2008	+47.5068	20590+4718 	20 59 05.8	+47 18 36	 44	 1.17e-01	 9.93e-02	 2.39e-01	 4848
   38150	 8.23877	088.14	+00.03	316.0946	+46.9793	21026+4646 	21 02 38.6	+46 46 46	 44	 9.85e-02	 9.93e-02	 1.21e+00	 4848
   38085	 8.27443	088.14	+01.67	314.2693	+48.0602	20554+4752 	20 55 24.1	+47 52 00	 44	 9.85e-02	 9.93e-02	 5.43e-01	 4848
   38132	 8.23423	088.16	+00.60	315.4950	+47.3689	21002+4710 	21 00 15.9	+47 10 16	 44	 4.88e-01	 3.41e-01	 2.39e-01	 4848
   38125	 8.23561	088.16	+00.74	315.3395	+47.4637	20596+4715 	20 59 38.9	+47 15 59	 44	 9.85e-02	 9.93e-02	 5.13e-01	 4848
   38108	 8.25201	088.16	+01.17	314.8572	+47.7503	20577+4733 	20 57 44.1	+47 33 17	 44	 3.38e+00	 1.27e+00	 2.39e-01	 4848
   38109	 8.25737	088.17	+01.14	314.8962	+47.7369	20578+4732 	20 57 53.4	+47 32 28	 44	 9.85e-02	 9.93e-02	 2.39e-01	 4848
   38097	 8.28547	088.17	+01.45	314.5554	+47.9418	20565+4744 	20 56 32.3	+47 44 50	 44	 7.41e-01	 2.39e-01	 2.39e-01	 4848
   38117	 8.26822	088.18	+01.03	315.0443	+47.6721	20584+4728 	20 58 28.7	+47 28 33	 44	 4.53e+00	 1.86e+00	 2.39e-01	 4848
   38148	 8.28257	088.19	+00.18	315.9840	+47.1194	21022+4655 	21 02 12.4	+46 55 12	 44	 1.79e-01	 9.93e-02	 2.39e-01	 4848
   38100	 8.30988	088.20	+01.38	314.6677	+47.9177	20569+4743 	20 56 59.1	+47 43 22	 44	 3.82e-01	 9.93e-02	 2.39e-01	 4848
   38086	 8.34638	088.20	+01.72	314.2778	+48.1428	20554+4756 	20 55 26.3	+47 56 57	 44	 2.22e-01	 9.93e-02	 2.39e-01	 4848
   38088	 8.34458	088.20	+01.69	314.3135	+48.1248	20555+4755 	20 55 34.8	+47 55 52	 44	 2.39e-01	 9.93e-02	 2.39e-01	 4848
   38114	 8.30056	088.21	+01.11	314.9747	+47.7505	20582+4733 	20 58 12.2	+47 33 16	 44	 1.28e-01	 9.93e-02	 2.39e-01	 4848
   38140	 8.31347	088.23	+00.48	315.6963	+47.3515	21010+4709 	21 01 04.0	+47 09 11	 44	 9.85e-02	 9.93e-02	 6.70e-01	 4848
   38119	 8.32473	088.24	+00.98	315.1492	+47.6877	20588+4729 	20 58 53.8	+47 29 28	 44	 9.85e-02	 9.93e-02	 2.73e-01	 4848
   38090	 8.38451	088.24	+01.69	314.3543	+48.1547	20557+4757 	20 55 44.6	+47 57 39	 44	 9.85e-02	 1.44e-01	 1.04e+00	 4848
   38102	 8.35407	088.25	+01.38	314.7072	+47.9531	20571+4745 	20 57 08.6	+47 45 29	 44	 9.85e-02	 9.93e-02	 4.74e-01	 4848
   38126	 8.32693	088.25	+00.80	315.3617	+47.5712	20597+4722 	20 59 44.4	+47 22 26	 44	 1.02e-01	 9.93e-02	 2.39e-01	 4848
   38145	 8.34400	088.26	+00.33	315.8918	+47.2678	21018+4704 	21 01 50.6	+47 04 07	 44	 9.85e-02	 2.19e-01	 9.92e-01	 4848
   38146	 8.36584	088.28	+00.32	315.9214	+47.2787	21019+4704 	21 01 57.7	+47 04 46	 44	 2.37e-01	 9.93e-02	 2.39e-01	 4848
   38118	 8.37136	088.28	+01.06	315.1004	+47.7739	20587+4734 	20 58 42.3	+47 34 39	 44	 9.85e-02	 9.93e-02	 4.34e-01	 4848
   38151	 8.41122	088.31	+00.07	316.2273	+47.1342	21031+4656 	21 03 10.6	+46 56 02	 44	 9.85e-02	 3.68e-01	 2.39e-01	 4848
   38101	 8.43023	088.32	+01.46	314.6838	+48.0583	20570+4751 	20 57 03.2	+47 51 48	 44	 7.16e-01	 4.25e-01	 2.39e-01	 4848
   38135	 8.39405	088.32	+00.66	315.5854	+47.5287	21006+4719 	21 00 37.8	+47 19 50	 44	 6.53e+01	 2.72e+01	 6.43e+00	 4848
   38113	 8.42017	088.32	+01.23	314.9568	+47.9110	20581+4742 	20 58 08.2	+47 42 54	 44	 9.85e-02	 9.93e-02	 2.39e-01	 4848
   38096	 8.46457	088.33	+01.62	314.5260	+48.1739	20564+4758 	20 56 25.7	+47 58 46	 44	 9.85e-02	 9.93e-02	 5.15e-01	 4848
   38103	 8.45910	088.35	+01.45	314.7309	+48.0713	20572+4752 	20 57 14.5	+47 52 34	 44	 9.85e-02	 9.93e-02	 7.90e-01	 4848
   38095	 8.49480	088.36	+01.70	314.4573	+48.2415	20561+4802 	20 56 09.4	+48 02 50	 44	 1.31e+00	 9.93e-02	 2.39e-01	 4848
   38869	 9.27013	088.95	-01.45	318.4903	+46.5655	21121+4621 	21 12 10.7	+46 21 28	 71	 9.86e-02	 1.74e-01	 2.50e-01	 3532
   38864	 9.30553	089.00	-01.35	318.4448	+46.6767	21120+4628 	21 12 00.0	+46 28 09	 71	 9.86e-02	 1.00e-01	 5.46e-01	 3532
   38845	 9.28833	089.05	-01.05	318.1692	+46.9170	21109+4642 	21 10 54.5	+46 42 37	 71	 9.86e-02	 1.00e-01	 5.37e-01	 3532
   38844	 9.29799	089.06	-01.03	318.1628	+46.9394	21108+4643 	21 10 53.0	+46 43 58	 71	 3.77e-01	 1.87e-01	 2.50e-01	 3532
   38862	 9.34681	089.07	-01.25	318.4047	+46.7905	21118+4634 	21 11 50.6	+46 34 59	 71	 2.14e+00	 1.23e+00	 2.50e-01	 3532
   38854	 9.33687	089.08	-01.14	318.2979	+46.8777	21114+4640 	21 11 25.2	+46 40 14	 71	 1.20e-01	 1.00e-01	 2.99e-01	 3532
